author_key,author_name,bio,birth_date,death_date,birth_year,death_year
OL666139A,Carole Mortimer,"Carole Mortimer was born on 1960 in a village in England that she claims was so small that ""if you blinked as you drove through it you could miss seeing it completely!"" She was the youngest of three children, and she adds that her parents still live in the house where she first came into the world, and her two brothers live very close by. 

Carole's early ambition to become a nurse came to an abrupt end after only one year of training due to a weakness in her back, suffered in the aftermath of a fall. Instead, she went on to work in the computer department of a well-known stationery company. During her time there, Carole made her first attempt at writing a novel for Mills and Boon. ""The manuscript was far too short and the plotline not up to standard, so I naturally received a rejection slip,"" she says. ""Not taking rejection well, I went off in a sulk for two years before deciding to 'have another go.'"" Her second manuscript was accepted, beginning a long and fruitful career. Her strong, traditional romances, with their distinct style, brilliantly developed characters and romantic plot twists, have earned her an enthusiastic audience worldwide. Since the publication of her first novel in 1978, this British writer has shown no signs of slowing her pace. In fact, when over 20 years later she celebrated the publication of her 100th book She says: ""I have enjoyed every moment of my career! I really do enjoy my writing, and have every intention of continuing to do so for another 20 years!"" 

Carole married to Peter, father to two sons, they had four sons more, and now the family is formed by six sons: Matthew, Joshua, Timothy, Michael, David and Peter Jr. (with 22 years of difference between the first-born and the unexpected youngest child). She says: ""I'm happily married to Peter senior; we’re best friends as well as lovers, which is probably the best recipe for a successful relationship. We live in a lovely part of England."" Theyt also live with a menagerie of pets, including a dog acquired several years ago in Canada, which is actually half-coyote!",1960,,1960,
OL665753A,Lynne Graham,"Born on July 30, 1956 of Irish-Scottish parentage, Lynne Graham has lived in Northern Ireland all her life. She grew up in a seaside village with her brother. She learnt to read at the age of 3, and haven't stopped since then.

Lynne first met her husband when she was 14. At 15, she wrote her first book, but it was rejected everywhere. Lynne married after she completed a degree at Edinburgh University. She started writing again when she was at home with her first child. It took several attempts before she sold her first book in 1987 and the delight of seeing that first book for sale in the local newsagents has never been forgotten. Now, there are over 10 million of her books in print worldwide. She often uses Mediterranean and South American settings, because she thinks the hot and sunny climates are more atmospheric.


Lynne always wanted a large family and has five children. Her eldest is her only natural child, and her other four children, who are every bit as dear to her heart, are adopted, the two mediums from Sri Lanka and a the two small from Guatemala. In Lynne's home, there is a rich and diverse cultural mix, which adds a whole extra dimension of interest and discovery to family life. The family lives in a country house surrounded by a woodland garden, which is wonderfully private. The family has two pets. Thomas, a very large and affectionate black cat, bosses the dog and hunts rabbits. The dog is Daisy, an adorable but not very bright white West Highland terrier, who loves being chased by the cat. At night, dog and cat sleep together in front of the kitchen stove. Lynne loves gardening, cooking, collects everything from old toys to rock specimens and is crazy about every aspect of Christmas.",30 July 1956,,1956,
OL7173196A,Jennifer L. Armentrout,Jennifer L. Armentrout is an American writer of young adult novels.,,,,
OL1175057A,Margaret Way,"Margaret Way was born and educated in Brisbane, Australia. Before her marriage she was a well-known pianist, teacher, vocal coach and accompanist, but her hectic musical career came to a halt when her son was born and the demands of motherhood dictated a change of pace.

On a fortuitous impulse she decided to try her hand at romance writing and was thrilled when Mills & Boon accepted her first effort, 'Time of the Jacaranda', which they published less than a year later in 1970; a feat that brought tears to her father's eyes. A driving force in all her writing was the promotion of her much loved country, Australia. 

Her interests over her life remained with the arts, including playing the piano seriously, collecting antiques and paintings and browsing through galleries.",07 August 1935,10 August 2022,1935,2022
OL729763A,Diana Hamilton,"British author Diana Hamilton wrote over 50 novels before her death on 3 May 2009. She went to college where she met her husband Peter. She earned her degree in Advertising Copywriting and got work as a copywriter. After she married Peter and had three children. Diana began writing in the 1970s and published several novels through Robert Hale of London. She did not publish with Mills & Boon until 1987. 

 When she wasn’t writing or taking care of her family, she enjoyed restoring the Elizabethan manor she and Peter bought in Shropshire. She also enjoyed gardening and avoiding the dreaded housework.",,d. 3 May 2009,,2009
OL805240A,Claudia Jameson,,,,,
OL7231968A,Anna Todd,,,,,
OL11086929A,Lauren Roberts,,,,,
OL3292941A,Helen Bianchin,"Helen Shirley was born on 20 February 1939 in New Zealand, where she grew up, an only child possessed by a vivid imagination and a love for reading. She wrote stories for amusement in her early teenage years, and when she left leaving school, she took a secretarial job at a father-and-son legal firm.

At age twenty-one Helen joined a girlfriend and embarked on a working holiday in Australia, travelling via cruise ship from Auckland to Melbourne. Alas, no shipboard romance, as she spent all four days in her cabin suffering from sea-sickness! After fifteen months working in Melbourne, Helen and her friend bought a vehicle and took three months to drive the length and breadth of Australia, choosing to work in Cairns in order to fund the final leg of our journey to Sydney.

It was in Cairns that Helen met her future husband, Danilo Bianchin, an Italian immigrant from Treviso. He was a tobacco sharefarmer from the tobacco farming community of Mareeba. His English was pitiful, and her command of Italian was nil. Six months later they married, and Helen was flung into cooking for up to nine tobacco pickers, stringing tobacco, feeding 200 chickens, a few turkeys, ducks... plus killing, cleaning and cooking the same! Her knowledge of Italian improved, and there were hilarious moments in retrospect. Some of what she endured was cooking on a wood-burning stove, having no running hot water, a primitive shower and toilet facilities, washing uniforms for two soccer teams during the soccer season... floods, horrendous hailstone damage to tobacco crops, hardship, and the stillbirth of their first child. Then, to their joy, Helen's daughter, Lucia, was born. Three years later the couple returned to New Zealand, where they settled for sixteen years. During those early years, they added two sons, Angelo and Peter, to the family.

With multiple anecdotes of farm life in an Italian community to friends, the idea of writing a book occurred. A romance, set on a tobacco farm in Australia's far north, Queensland, featuring an Italian hero. Helen says, ""the background was authentic, believe me!"" However the hero was rich and owned the farm artistic license! It took her a year to complete a passable manuscript, typed on a portable typewriter at the dining room table. That first effort was deemed too short with insufficient detail. Helen rewrote it. This time it was considered too long with too much extraneous detail. She revised, then sent it to London. Four months later she received a telegram from Alan Boon (Mills & Boon) to say they intended to publish and a contract would be sent in the mail. It was the most wonderful news!

Helen wrote ten more books while living in New Zealand, then in 1981, her family resettled in Australia, on Queensland's Gold Coast. She has since published twenty-five more books. Today, with computer technology, the mechanics of writing are much easier. However, the writing process doesn't change. Helen says that she's having a good day if she can achieve 5 good pages, which she is likely to change, edit and rewrite the following day.

She loves creating characters, giving them life and providing a situation where their emotions are tested and love wins out. For her, the greatest praise is for a reader to say they couldn't put the book down... then Helen knows that she has achieved what she set out to do -- ""create a moving enjoyable story which holds the reader entertained from beginning to end.""

Helen's hobbies are tennis, table-tennis, judo, reading. She loves movies, and leads an active social life.",20 February 1939,,1939,
OL451969A,Emma Darcy,"Wendy and Frank Brennan were a marriage writing team under the pseudonym Emma Darcy.

Wendy was born 28 November 1940 in Australia. Her sister was the novelist Maureen Mary (Miranda Lee). Her father was a country school teacher and brilliant sportsman. Her mother was a talented dressmaker. She obtained an Honours degree in Latin. Her ambition to be an actress was partly satisfied by playing in amateur theater productions. Initially a teacher of French and English, she changed her career to computer programming before her marriage with Frank Brennan and her motherhood settled her into a community life. Her creative urges were channeled into oil painting, pottery, designing and overseeing the construction and decorating of two homes, all in the midst of keeping up with three lively sons and the very busy social life of her businessman husband.

Voracious readers, the step to writing their own books seemed a natural progression and the challenge of creating wonderful stories was soon highly addictive. With their strong interest in people and relationships, the marriage found the world of romance fiction a happy one. In 1983, they published their first novel as Emma Darcy, and now average six new books per year.

In 1993, in the Emma Darcy's 10th anniversary, Wendy and Frank Brennan created the ""Emma Darcy Award Contest"" to encourage authors to finish their manuscripts. It had a prize of $2,000 and a guarantee that the manuscript would be seen by an acquiring editor.

Wendy Brennan's life journey has taken as many twists and turns as those of the characters in her stories, whose popularity worldwide has resulted in 60 million books in print. Since 1995, when Frank Brennan died, Wendy writes the novels on her own. Her conviction that we must make all we can out of the life we are given keeps her striving to know more, be more, give more, and this is reflected in all her books. Currently, she has broadened her horizons and begun to write mainstream women's fiction. Other new directions include her most recent adventures of blissfully breezing around the Gulf of Mexico from Florida to Louisiana in a red Ford Mustang convertible, and risking the perils of the tortuous road along the magnificent Amalfi Coast in Italy.

Wendy Brennan is currently living on a beautiful country property in New South Wales, she has moved from country to city to towns and back to country, sporadically indulging her love of tropical islands with numerous vacations.",,,,
OL30421A,William Goldman,,1931,,1931,
OL3047930A,Patricia Lake,,,,,
OL1069168A,Jane Corrie,,,,,
OL6964763A,Tahereh Mafi,"Tahereh Mafi is an American author based in Santa Monica, California. She is known for writing young adult fiction.","November 9, 1988",,1988,
OL828193A,Lucy Monroe,"Lucy Monroe has sold more than 40 books and has hit national bestsellers lists in the UK and the US. Her sexy category romances for Harlequin Presents include her ongoing mini-series, The Royal Brides. Lucy is a passionate lover of romance and writes in several subcategories of the genre. She hopes to transport her readers to an extraordinary place where the heart rules and love wins out.
 
Lucy is an avid people-watcher and reader. She lives in the Pacific Northwest with her husband, children and pets. She loves romantic movies, action adventure, theater and dabbling in hobbies.",1967-08-07,,1967,
OL24635A,Francine Rivers,"Francine Rivers began her literary career at the University of Nevada, Reno, where she graduated with a Bachelor of Arts degree in English and Journalism. From 1976 to 1985, she had a successful writing career in the general market and her books were awarded or nominated for numerous awards and prizes. Although raised in a religious home, Francine did not truly encounter Christ until later in life, when she was already a wife, mother of three, and an established romance novelist. Shortly after becoming a born-again Christian in 1986, Francine wrote Redeeming Love as her statement of faith.  First published by Bantam Books, and then re-released by Multnomah Publishers in the mid- 1990s, this retelling of the biblical story of Gomer and Hosea set during the time of the California Gold Rush is now considered a classic work of Christian fiction and continues to be one of the Christian Booksellers Association’s top-selling titles; it has held a spot on the Christian bestseller list for nearly a decade.
([source][1])


  [1]: https://francinerivers.com/biography/",1947,,1947,
OL22168A,Judith McNaught,"Judith Spaeth was born in May 10, 1944 in San Luis Obispo, California, USA, and grew up all over the country, the oldest of three children of an appliance-store franchiser and a housewife. Before majored in Business at Northwestern University, Judy married with a dentist from St. Louis, Missouri, and they had two children, a daugther, Whitney (b. 1967), and a son, Clay (1969). But the marriage didn't work out, and at 25, she became a divorced mother to two.

She worked as comptroller of a major trucking company and was the first female executive producer at a CBS radio station. In 1974, while working as an assistant director on a TV-commercial film crew in St. Louis, she met an advertising director at General Motors, Michael McNaught, a divorced father of five. The pair married later that year and moved with her children to a Detroit suburb. Judy devoted herself to homemaking and slowly went little crazy. She started to read in her spare time, and she bought by accident her first romance: ""The Flame and the Flower"" by Kathleen E. Woodiwiss, and she loved it. With her husband encouragement, who buying her a new typewriter, she decided to try writing a novel herself in 1978. She wrote her first manuscript, ""Whitney, My Love"", a historical novel with the names of her childrens as protagonist, but she cannot found a publisher. She decided wrotre a contemporary romance, ""Tender Triumph"" and she sold in January 1982, the next month her sister Debbie died of an allergic reaction to medication. In June 19, 1983, her husband Mike, a hunter, was killed in an acciden while cleaning his guns, he died in her arms. The next day, the cover art for ""Tender Triumph"" came in the mail, but she had lost the interesting in write.

She and her children moved to Dallas, Texas, close to friends. Her books ""Double Standards"" and ""Whitney, My Love"" had been published, and after two years lost to mourning, she began writing again. She remarried a third time with Don Smith, a engineer and professional golfer, and moved to Friendswood, but the marriage ended friendly after three years in May 1993.

Judy lives in a white-columned waterfront mansion near Galveston, Texas. Her children have grown up, her daugther was now a teacher, and her son an accounts manager.",10 May 1944,,1944,
OL584492A,Susan Napier,"Susan Napier is a New Zealand writer, formerly a journalist and scriptwriter, who turned to writing after her two sons were born. She wrote over 30 romance novels for Mills & Boon/Harlequin from 1984 to 2008.",14 February 1954,,1954,
OL664669A,Sally Wentworth,"Sally Wentworth was the pseudonym of Doris Hornsblow

Doreen was born in Watford, Hertfordshire, England, UK. She married Donald Alfred Hornsblow, with whom she has a son Keith, in 1968, the family lived in Braughing, England.

Doreen began her publishing career at a Fleet Street newspaper in London, where she thrived in the hectic atmosphere. She started writing after attending an evening class course and sold her first novel to Mills & Boon's in 1977, she published her novels under the pseudonym Sally Wentworth. Her novels were principally set in Great Britain or in exotic places like Canary Islands or Greece. Her first works are stand-alone novels, but in 1990s, she decided to create her first series. In 1991, she wrote a book in two parts about the Barclay twins and their same great love, and in 1995, she wrote the Ties of Passion Trilogy about the Brodey family, that have money, looks, style, everything... except love.

Doreen was accounts clerk at Associated Newspapers Ltd. in London, England, and accounts clerk at Consumers' Association in Hertford, England. In 1985, she was the founding chair ot the Hertford Association of National Trust Members, and named its life president. She also collected knife rests and she was member of The Knife Rest Collectors Club.

Doreen Hornsblow died from cancer in 2001, at 64 years.",1936-12-17,2001-08-30,1936,2001
OL7544679A,Sierra Simone,,,,,
OL661093A,Penny Jordan,"Penelope ""Penny"" Jones was born on 24 November 1946 at about seven pounds in a nursing home in Preston, Lancashire, England. She was the first child of Anthony Winn Jones, an engineer, who died at 85, and his wife Margaret Louise Groves Jones. She has a brother, Anthony, and a sister, Prudence ""Pru"". 

She had been a keen reader from the childhood - her mother used to leave her in the children's section of their local library whilst she changed her father's library books. She was a storyteller long before she began to write romantic fiction. At the age of eight, she was creating serialised bedtime stories, featuring make-believe adventures, for her younger sister Prue, who was always the heroine. At eleven, she fell in love with Mills & Boon, and with their heroes. In those days the books could only be obtained via private lending libraries, and she quickly became a devoted fan, and was thrilled to bits when the books went on full sale, in shops and she could have them for keeps. 

Penny left grammar school in Rochdale with O-Levels in English Language, English Literature and Geography. She first discovered Mills & Boon books, via a girl she worked with. She married Steve Halsall, an accountant and a ""lovely man"", who smoked and drank too heavily, suffered oral cancer with bravery and dignity. Out of his own money, and at a time when he could ill afford it, her late husband bought her the small electric typewriter on which she typed her first novels. Her husband died at the beginning of the 21st century. 

She has earned a living as a writer since the 1970s when, as a shorthand typist, she entered a competition run by the Romantic Novelists' Association. Although she didn't win, Penny found an agent who was looking for a new Georgette Heyer. She published four regency novels as Caroline Courtney, before changing her nom de plume to Melinda Wright for threebair-hostess romps and then she wrote two thrillers as Lydia Hitchcock. Soon after that, Mills and Boon accepted her first novel for them, Falcon's Prey as Penny Jordan. However, for her present historical romance novels, she has adopted her mother's maiden-name to become Annie Groves. Almost 70m of her 167 Mills and Boon novels have been sold worldwide. 

As a widow, Penny Halsall lived in a neo-Georgian house in Nantwich, Cheshire, with her Alsatian Sheba and cat Posh. She worked from home, in her kitchen, surrounded by her pets, and welcomed interruptions from her friends and family. She passed away on 31 December 2011.",24 November 1946,31 December 2011,1946,2011
OL7680979A,Penelope Douglas,,1977,,1977,
OL7315784A,Colleen Hoover,"Colleen Hoover is the #1 New York Times and International bestselling author of multiple novels and novellas. She lives in Texas with her husband and their three boys. She is the founder of The Bookworm Box, a non-profit book subscription service and bookstore in Sulphur Springs, Texas. 

For more information and for a schedule of events, please visit colleenhoover.com. 

To contact Colleen and her team (Her team's name is Stephanie), please email hooverink@outlook.com","December 11, 1979",,1979,
OL7991171A,Rachel Reid,"Rachel Reid is the New York Times Bestselling author of the Game Changers hockey romance series, as well as the standalone hockey romance novels ***Time to Shine*** and ***The Shots You Take***. She lives in Nova Scotia, Canada. She has always lived there, and it's looking like she probably always will. She has two boring degrees and two interesting kids.

Rachel Reid is the pen name of Rachelle Goguen.

(<a href=""https://www.rachelreidwrites.com/"" target=""_blank"">Source</a>)",02 September 1980,,1980,
OL1857390A,P. Wilson,,,,,
OL9180803A,Ana Huang,"Ana Huang is a #1 New York Times, #1 USA Today, #1 Sunday Times, and #1 Amazon bestselling author. Best known for her Twisted series, she writes New Adult and contemporary romance with deliciously alpha heroes, strong heroines, and plenty of steam, angst, and swoon.

Her books have been translated in thirty languages and featured in outlets such as Good Morning America, The Today Show, NPR, Cosmopolitan, and PEOPLE magazine.

A self-professed travel enthusiast, she loves incorporating beautiful destinations into her stories and will never say no to a good chai latte.",7 March 1991,,1991,
OL7115219A,Sarah J. Maas,"Sarah J. Maas is the #1 New York Times and internationally bestselling author of the Crescent City, A Court of Thorns and Roses, and the Throne of Glass series. Her books have sold more than twelve million copies and are published in thirty-seven languages. A New York native, Sarah lives in Philadelphia with her husband, son, and dog. To find out more, visit sarahjmaas.com or follow @therealsjmaas on Instagram.",05 March 1986,,1986,
OL21059A,Janet Dailey,"Janet Anne Haradon Dailey (born in Storm Lake, Iowa) was an American author of numerous romance novels as Janet Dailey (her married name). Her novels have been translated into nineteen languages and have sold over 300 million copies worldwide.",21 May 1944,14 Dec 2013,1944,2013
OL792856A,Jacqueline Baird,"Jacqueline Baird was born and raised in Northumbria, UK. She went to the local village school, and later an all-girls' grammar school where she passed the University of Oxford General Certificate of Education in various subjects. On leaving school she joined the civil service in the then Post Office department.

She met her husband Jim, when she was only eighteen. Eight years later, after working as a hotel receptionist in a five-star hotel in Scotland and traveling abroad for a few years, she came home and married him. They still live in Northumbria and have two grown sons.

Her number one love is writing. She has always been an avid reader, and she had her first success as a writer at the age of eleven, when she won the first prize in the Nature Diary of the Year competition at school. But she always felt a little guilty because her diary was more fiction than fact. Apart from a spell as a hopeful painter in oils, when she actually did have a painting accepted for the Federation of Northern Artists' annual exhibition her real passion was for romance novels. When her sons went to school all day she thought she would try writing one. Jacqueline Baird's been writing for Mills & Boon since 1988, and she still gets a thrill every time a new book is published.

When Jacqueline is not busy writing she likes to spend her time traveling, reading and playing cards. She was a keen sailor until a knee injury ended her sailing days, but she still enjoys swimming in the sea. She visits a gym twice a week now and has made the surprising discovery that she gets some good ideas while doing the mind-numbingly boring exercises on the cycling and weight machines.",,,,
OL4728806A,Charlotte Lamb,"Sheila Ann Mary Coates was born on 1937 in Essex, England, just before the Second World War in the East End of London. As a child, she was moved from relative to relative to escape the bombings of World War II. 

Sheila attended the Ursuline Convent for Girls. On leaving school at 16, the convent-educated author worked for the Bank of England as a clerk. Sheila continued her education by taking advantage of the B of E's enormous library during her lunch breaks and after work. She later worked as a secretary for the BBC. While there, she met and married Richard Holland, a political reporter. 

A voracious reader of romance novels, she began writing at her husband's suggestion. She wrote her first book in three days with three children underfoot! In between raising her five children (including a set of twins), Charlotte wrote several more novels. She used both her married and maiden names, Sheila Holland and Sheila Coates, before her first novel as Charlotte Lamb, Follow a Stranger, was published by Mills & Boon in 1973. She also used the pennames: Sheila Lancaster, Victoria Wolf and Laura Hardy. 

Sheila was a true revolutionary in the field of romance writing. One of the first writers to explore the boundaries of sexual desire, her novels often reflected the forefront of the ""sexual revolution"" of the 1970s. Her books touched on then-taboo subjects such as child abuse and rape, and she created sexually confident - even dominant - heroines. She was also one of the first to create a modern romantic heroine: independent, imperfect, and perfectly capable of initiating a sexual or romantic relationship. 

A prolific author, Sheila penned more than 160 novels, most of them for Mills & Boon. Known for her swiftness as well as for her skill in writing, Sheila typically wrote a minimum of two thousand words per day, working from 9:00 a.m. until 5:00 p.m. While she once finished a full-length novel in four days, she herself pegged her average speed at two weeks to complete a full novel. 

After 1977 Sheila lived on the Isle of Man as a tax exile with her husband and four of their five children: Michael Holland, Sarah Holland, Jane Holland, Charlotte Holland and David Holland. Sheila passed away on October 8, 2000 in her baronial-style home 'Crogga' on the Island. She is greatly missed by her many fans, and by the romance writing community.",1937,8 October 2000,1937,2000
OL1006974A,Margaret Rome,,,,,
