author_key,author_alternative_name
OL26783A,"Tolstoi, Leo Count."
OL26783A,Lev Tolstói
OL26783A,tov tolsoy
OL26783A,Leo Leo Tolstoy
OL26783A,Lyof N. Tolstoi
OL26783A,Leon Tolstoï
OL26783A,L.N. Tolsto1
OL26783A,Lev Nikolaevic Tolstoj
OL26783A,Léon TolstoÏ
OL26783A,Leo TOLSTOY (1828 - 1910)
OL26783A,Count Leo Nikolayevich Tolstoy 1828-1910 Gra
OL26783A,Leo graf 1828-1910 Tolstoy
OL26783A,Leo Graf Tolstoy 1828-1910
OL26783A,"Tostoy, Leo, graf., 1828-1910."
OL26783A,Leo Graf Tolstoy
OL26783A,L. N. Tol'stoĭ
OL26783A,Lev Nikolayevic Tolstoy
OL26783A,Lev Nikolayeviç Tolstoy
OL26783A,Lev N. Tolstoy
OL26783A,Leo Tolstoy (Graf)
OL26783A,Leo Nikoleyevich Tolstoy
OL26783A,"Tuo, er si tai (Tolstoy, Alexey Nikolayevich"
OL26783A,TOLSTOY LEO
OL26783A,graf Tolstoy Leo
OL26783A,leo tolstoy
OL26783A,Tolstoy Leo
OL26783A,Count Lev N. Tolstoy
OL26783A,Lyof N. Tolstoy
OL26783A,"Lev Nikolayevich, Tolstoy,"
OL26783A,León Tolstoy
OL26783A,Lyof Tolstoy
OL26783A,Tolstoy Lev
OL26783A,Leo N Tolstoy
OL26783A,"Lev Nikolayevich ""Tolstoy """
OL26783A,Graf Tolstoy Leo
OL26783A,Leo Tolstoy/Tolstoi
OL26783A,"Tolstoy, Leo, graf"
OL26783A,L N Tolstoy
OL26783A,lev nikolayevich tolstoy
OL26783A,Leo N. Tolstóy
OL26783A,"Tolstoi, Lyof N."
OL26783A,"[Tolstoy, Leo]"
OL26783A,Leo (1828-1910) Tolstoy
OL26783A,Lev Nikolayevich q Tolstoy
OL26783A,L. E. O. TOLSTOY
OL26783A,"Tolstoy, Leo, graf, 1828-1910., ."
OL26783A,( E ) TUO ER SI TAI (Leo Tolstoy)
OL26783A,Mr Leo Tolstoy
OL26783A,Lew Tolstoj
OL26783A,graf Lev Nikolaevich Tolstoi
OL26783A,Lev N. Tolstoi
OL26783A,"TOLSTOI,LEV NIKOLAEVICH"
OL26783A,Count Lev Nikolaevich Tolstoi
OL26783A,graf Lev Nikolaevich Tolstoǐ
OL26783A,graf Lev Nikolaevich Tolstoĭ
OL26783A,LEV TOLSTOI
OL26783A,Lev Nikolaevich Tolstoĭ
OL26783A,Lev Nikolaievich Tolstoi
OL26783A,Lev N. Tolstói
OL26783A,Lev Nikolaïevitch Tolstoï
OL26783A,Lev. N. Tolstoj
OL26783A,Lev Nikolaevǐc Tolstoj
OL26783A,Lev Nikolaevitch Tolstoï
OL26783A,Lev Lvovich Tolstoi
OL26783A,Lev Nikolayevich Tolstoyq
OL26783A,Lev N Tolstoy
OL26783A,Lev Tólstoi
OL26783A,lev tolstoi
OL26783A,Lev Tolstoï
OL26783A,Lev N. Tolstoj
OL26783A,Lev Tolstój
OL26783A,Léon Tolstoi
OL26783A,Count Leo Nicholaievich Tolstoĭ
OL26783A,Count Leo Nikolaievich Tolstoy
OL26783A,Leon Tolstói
OL26783A,Lew Nikolaevich Tolstoj
OL26783A,Leof N. Tolstoi
OL26783A,Leo TOLSTOI
OL26783A,Graf Leo Tolstoj
OL26783A,Count Leo Tolstoĭ
OL26783A,Léon graf Tolstoï
OL26783A,Léon Tolstoî
OL26783A,Leo Nikolai Tolstoj
OL26783A,Leo N Tolstoj
OL26783A,Comte Léon Tolstoï
OL26783A,"Tolstoy, Leo"
OL26783A,León N. Tolstoi
OL26783A,LEON TOLSTOI
OL26783A,TOLSTOI LEON
OL26783A,Tolstoï Léon
OL26783A,Tolstoi Léon
OL26783A,Leo Graf Tolstoi
OL26783A,leon tolstoï
OL26783A,Léon TOLSTOÏ
OL26783A,Count Leo Tolstoï
OL26783A,Leo Tolstoj
OL26783A,lew tolstoj
OL26783A,Leo Tolstoy; Hyonggyu Park (Translator)
OL26783A,graf Tolstoy
OL26783A,Leo; translated by Louise Maude; edited by L. Kolesnikov Tolstoy
OL26783A,Tolstoy Count Leo
OL26783A,Лев Николаевич Толстой
OL26783A,Leo Nikolaievitch Tolstoy
OL26783A,"Tolstoy, Leo (Margaret Wettlin, translator)"
OL26783A,Graaf Leo Tolstoï
OL26783A,Grafen Leo N. Tolstoi
OL26783A,Leo Leo Tolstoi
OL26783A,count leo tolstoi
OL26783A,"Tolstoy̆, Leo graf"
OL26783A,"Толстой, Лев"
OL26783A,graf Leo graf Leo Tolstoy
OL26783A,Graf Leo Graf Leo Tolstoy
OL26783A,L. Tolstoï
OL26783A,Liev Tolstoi
OL26783A,Liev Tolstói
OL26783A,Liev Nikolayevich Tolstói
OL26783A,Liev N. Tolstói
OL26783A,Lleó Tolstoi
OL26783A,L. N Tolstoï
OL26783A,Leon Tolstoi (Traduits par J.W.Bienstock)
OL26783A,L.N. TOLSTOI
OL26783A,Tolstói
OL26783A,Lyof N. Tolstoi;  Nathan Haskell Dole (trans)
OL26783A,Leon tolstoi
OL26783A,Leon TOLSTOÏ
OL26783A,Lêon Tolstoï
OL26783A,Lev Nikolaïevitch TOLSTOÏ
OL26783A,León Tolstoï
OL26783A,Tolstoy Lev Nikolaevich
OL26783A,Lev Nikolaevic Tolstoi
OL26783A,Léon 1828-1910 Tolstoï
OL26783A,L. N. Tolstoi̐
OL26783A,Tolstoy Lev Nikolayevich
OL26783A,Lev Nikolayevich Lev Nikolayevich Tolstoy
OL26783A,Leo Nikoleyevich Leo Nikoleyevich Tolstoy
OL26783A,Count Tolstoy
OL26783A,Count Lev Tolstoy
OL26783A,Lev Nikoláievich Tolstói
OL26783A,Tolstoï
OL26783A,Count Lyof N. Tolstoy
OL26783A,Count Lyof N. Tolstoi
OL26783A,leo n. tolstoy
OL26783A,L.N Tolstoy
OL26783A,count leo tolstoy
OL26783A,Count Lev. N. Tolstoy
OL26783A,Count Lev N Tolstoy
OL26783A,Count Lvof N. Tolstoi
OL26783A,leon tolstoy
OL26783A,Lev Nikolaevi Tolstoj
OL26783A,Lev Nikolayevich Tolstoj
OL26783A,Lev Lev Tolstoj
OL26783A,Tolstoj Nicolaevic Lev LeggereGiovane
OL766555A,Georgette Heyer Rougier
OL766555A,Stella Martin
OL766555A,Heyer Georgette
OL766555A,Georgette HEYER
OL766555A,georgette heyer
OL766555A,HEYER Georgette
OL766555A,GEORGETTE HEYER
OL766555A,Georgette; Georgette Heyer Heyer
OL766555A,Georgette heyer
OL766555A,"HEYER,GEORGETTE"
OL766555A,Georgette Heyer Heyer
OL766555A,Georgette.- HEYER
OL766555A,GEORGETTE HETER
OL766555A,G. Heyer
OL766555A,G Heyer
OL766555A,Georgette Hieyer
OL766555A,Georgetter Heyer
OL766555A,Georgette Heyet
OL766555A,"Georgette Heyer,Heyer Georgette"
OL40776A,Julie Pottinger
OL40776A,Julie Cotler
OL7037383A,"Meyer, Marissa"
OL7037383A,MARISSA MEYER
OL7037383A,Meyer Marissa
OL7037383A,Марисса Мейер
OL2674958A,Andrú Aciman
OL24529A,"Brontë, Emily"
OL24529A,Emily Bronte
OL24529A,Emily Brontë
OL24529A,Emily Jane Brontë
OL24529A,Emily Bronté
OL24529A,"Brontë, Emily 1818-1848."
OL24529A,"(ying) Bo, lang te (Bronte, Emily"
OL24529A,Bronte Emily
OL24529A,Emily Bronte
OL24529A,Emily. Bronte
OL24529A,Ms Emily Bronte
OL24529A,"Bronte, Emily"
OL24529A,Emily Emily Bronte
OL24529A,BRONTE EMILY
OL24529A,EMILY BRONTE
OL24529A,Emily Brönte
OL24529A,EMILY BRONTË
OL24529A,Emily Emily Brontë
OL24529A,Emily EMILY BRONTË
OL24529A,emily emily brontë
OL24529A,Emily Jane Bronte
OL24529A,Emily Dronte
OL24529A,Bront
OL24529A,Emily BrontÃ«
OL24529A,BRONTE
OL24529A,Emily BrontFe
OL24529A,Emili BRONTE
OL24529A,Bronte.E.
OL24529A,E Bronte
OL24529A,Emily. Bront?
OL24529A,YING )BO LANG TE (Bronte ?E. )
OL24529A,EmilyBronte
OL24529A,耿小辉 艾米莉 勃朗特（Emily Brontë） 昂秀教学研究组
OL24529A,E Brontë
OL24529A,Emily Bront
OL24529A,Bront Emily
OL24529A,emily-bront
OL24529A,Emily Bront (ellis Bell)
OL24529A,Emily Bronteova
OL24529A,Emily BRONTË
OL24529A,Emily Bronte Staff
OL24529A,Emily BRONTE
OL24529A,Emily; Emily Brontë Brontë
OL24529A,"Bronte, Emily, Illustrated by Cover Art"
OL24529A,Emily bronte
OL24529A,Bronte. Emily
OL24529A,Brontë Emily
OL24529A,Emily 1818-1848 Bronte&#776;
OL24529A,Emily 1818-1848 Brontë
OL24529A,emily bronte
OL24529A,Emily Bronte?
OL24529A,Bronte
OL24529A,Emily Jane Bront�
OL24529A,Emily Jane Emily Jane Brontë
OL24529A,Brönte Emily
OL24529A,Emile Bronte
OL24529A,E. Bronte
OL24529A,Bronte-E
OL24529A,Bronte Emili
OL24529A,Ehmili Bronte
OL715418A,Graeme C. Simsion
OL442995A,Anna Percival (pseud.)
OL442995A,Elbur Ford (pseud.)
OL442995A,Eleanor Alice Burford
OL442995A,Eleanor Alice Burford Hibbert
OL442995A,Eleanor Alice Hibbert
OL442995A,Eleanor Burford (pseud.)
OL442995A,Ellalice Tate (pseud.)
OL442995A,Jean Plaidy (pseud.)
OL442995A,Kathleen Kellow (pseud.)
OL442995A,Margaret Carr
OL442995A,Philippa Carr (pseud.)
OL442995A,Rinehart Holt (pseud.)
OL442995A,Victoria Holt (pseud.)
OL442995A,Виктория Холт
OL442995A,Джин Плейди
OL442995A,"Carr, Philippa, Holt, Victoria, Plaidy, Jean, Hibbert, Eleanor"
OL442995A,"Victoria, Carr, Philippa Holt"
OL442995A,Philippa Carr (who is also Victoria Holt)
OL442995A,Philippa Carr (Victoria Holt)
OL442995A,Philippa Carr;Victoria Holt;Jean Plaidy
OL442995A,Jean (Victoria Holt) Plaidy
OL442995A,victoria holt
OL442995A,Victoria Holt
OL1386167A,Sherrilyn Kenyon
OL1386167A,Kinley MacGregor
OL26681A,Nathaniel Hathorne
OL26681A,Nathaniel Hawthorn
OL26681A,Nathanial Hawthorne
OL26681A,Nathanliel Hawthorne
OL26681A,Nathaniel Hawthore
OL26681A,Nathiel Hawthorne
OL26681A,Nathanel Hawthorn
OL26681A,N. Hawthorne
OL26681A,N Hawthorne
OL26681A,"ホーソーン,ナサニエル"
OL26681A,"Huo sang (Hawthorne, Nathaniel)"
OL26681A,Nathaniel Hawethorne
OL26681A,Nathaniel Hawthome
OL26681A,Nathaniel Hawthrone
OL26681A,Nataniel Hawthorne
OL26681A,Nathaniel Hawthor
OL26681A,Nathanie Hawthorne
OL26681A,Nathaniel e Hawthorn
OL26681A,Nathaniel e Hawthorne
OL26681A,"Hawthorne, Nathaniel"
OL26681A,Nathaniel Hawthonre
OL26681A,Hawthorne N
OL26681A,"Nathanial Hawthorne,Patten Wilson"
OL26681A,Nathaniel Hawthorme
OL26681A,Nathaniel Hawthrorne
OL26681A,N. Hawthorn
OL26681A,Nathaniel (pseud.)  Hawthorne
OL26681A,Nathaniel Hawthorner
OL26681A,Nathaniell Hawthorne
OL26681A,Nathaniel HawtHorne
OL26681A,"Hawthorne,Nathaniel."
OL26681A,Nathan Hawthorne
OL24452A,danielle steel
OL24452A,DANIELLE STEEL
OL24452A,Danielle steel
OL1431433A,Sheila Frances O'Nions Walsh
OL1431433A,Sheila Walsh
OL1431433A,Sophie Leyton
OL7994590A,W. Winters
OL9180803A,"Huang, Ana"
OL24635A,"Rivers, Francine, 1947-"
OL24635A,Rivers Francine
OL21594A,Austen Jane
OL21594A,Austen
OL21594A,"Austen, Jane, 1775-1817."
OL21594A,J. Austen
OL21594A,"Austen, Jane, 1775-1817"
OL21594A,"(ying) Ao, si ding (Austen, Jane"
OL21594A,Jane Austen ( JIAN AO SI TING )
OL21594A,JANE AUSTEN
OL21594A,Austen I.
OL21594A,Jane AUSTEN
OL21594A,jane Austen
OL21594A,Jane Austen's
OL21594A,Jane Jane Austen
OL21594A,jane austen
OL21594A,Austen J
OL21594A,Ao si ting
OL21594A,J Austen
OL21594A,Mme. Jane Austen
OL21594A,"Au,Jane Austen"
OL21594A,Aositing
OL21594A,Jane Jane AUSTEN
OL21594A,Jane Austen Jane Austen
OL21594A,jane jane austen
OL21594A,"AUSTEN,JANE"
OL21594A,Jane 1775-1817 Austen
OL21594A,Jane JANE AUSTEN
OL21594A,"Austen, Jane, Jane"
OL21594A,"Ao si ding (Austen, Jane, 1775-1817)"
OL21594A,Jane Jane
OL21594A,&#3659;Jane Austen
OL21594A,Jane Austen Austen
OL21594A,J.: Austen
OL21594A,Jame Austen
OL21594A,Austen (J)
OL21594A,Jane Austin
OL21594A,Janes Austen
OL21594A,"Austen, Jane"
OL21594A,Jane Austen.
OL21594A,&#3659;&#3659;Jane Austen
OL21594A,AUSTEN. Jane.
OL21594A,"Jane Austen,Jane Austen"
OL21594A,jane-austen
OL21594A,"Austen,Jane"
OL21594A,Austen Jane 1775-1817
OL21594A,Jane 1775-1817 Persuasion Austen
OL21594A,AUSTEN JANE
OL21594A,( YING ) AO SI DING ZHU . CHEN YAN HAO DENG BIAN YI
OL21594A,Jane; Jane Austen
OL21594A,"[Austen, Jane]"
OL21594A,Jane Austene
OL21594A,AUSTEN
OL21594A,Austin Austin
OL21594A,Jane Austem
OL21594A,Miss Jane Austen
OL21594A,Jane austen
OL584494A,Lilian Margaret Peake
OL584494A,Lilian Epton
OL4292697A,Chingiz Antmatov
OL4292697A,CHINGIZ AITMATOV
OL2674708A,Karen Van der Zee
OL2674708A,Van Der Zee
OL2674708A,Karen Van DerZee
OL2674708A,Karen van der Zee
OL1385654A,Rita Bradshaw
OL2674425A,Hart Megan
OL2674425A,"HART,MEGAN"
OL2674425A,MEGAN HART
OL7290222A,Jenkins Reid  Taylor
OL7290222A,TAYLOR JENKINS REID
OL27349A,Francis Scott Key Fitzgerald
OL27349A,Francis-Scott Fitzgerald
OL27349A,Frances Scott Key Fitzgerald
OL27349A,Francis Scott Fitzgerald
OL27349A,F. Fitzgerald
OL27349A,Scott F. Fitzgerald
OL27349A,Scott Fitzgerald
OL19964A,David Herbert Lawrence
OL19964A,D.-H. Lawrence
OL19964A,D. H. (David Herbert)
OL19964A,"Lawrence, D. H. (David Herbert), 1885-1930."
OL19964A,D H] [Lawrence
OL19964A,Lawrence. D H
OL19964A,D H. 1885-1930 Lawrence
OL19964A,Lawrence D H (David Herbert)
OL19964A,D H 1885-1930 Lawrence
OL19964A,"Lao Lun Si (Lawrence, D. H. (David Herbert), 1885-1930)"
OL19964A,"LAWRENCE, D. H. (DAVID HERBERT), 1885-1930."
OL19964A,"Lawrence, D. H. (David Herbert) 1885-1930"
OL19964A,D H. Lawrence
OL19964A,D. H. D. H.  Lawrence
OL19964A,Mr D H Lawrence
OL19964A,D. H. D.H. LAWRENCE
OL19964A,D. H. LAWRENCE
OL19964A,D. H. Lawrence\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\
OL19964A,D. H. 1885-1930 Lawrence
OL19964A,D. H. (David Herbert) 1885-19 Lawrence
OL19964A,H. D. Lawrence
OL19964A,David H. Lawrence
OL19964A,"David Herbert, Lawrence,"
OL19964A,David Herbert David Herbert Lawrence
OL19964A,David herbert lawrence
OL19964A,David Herbert LAWRENCE
OL19964A,D.H. Lawrence
OL19964A,David Herbert Lauwrencee
OL19964A,D.H. LAWRENCE
OL19964A,D. H. (David Herbert) (1885-1930) Lawrence
OL19964A,Lawrence D. H
OL19964A,D. H. D. H. (David Herbert) Lawrence
OL19964A,D. H  Lawrence
OL19964A,D. H. lawrence
OL19964A,d. h. lawrence
OL19964A,D.h. Lawrence
OL19964A,"D.H., Lawrence"
OL19964A,Lawrence D.H.
OL19964A,D.H LAWRENCE
OL19964A,D. H. (ed) Lawrence
OL19964A,LAWRENCE D.H
OL19964A,"LAWRENCE,D.H."
OL19964A,d.h. lawrence
OL19964A,D.H. lawrence
OL19964A,D.H Lawrence
OL19964A,"Lawrence,D.H."
OL6976354A,ERI MORGENSTERN
OL6976354A,ERIN MORGENSTERN
OL3072525A,Heather (Heather M. ) Fawcett
OL3072525A,Heather M. Fawcett
OL3072525A,"Fawcett, Heather"
OL7609060A,SALLY THORNE
OL1120447A,Jessica Rowley Pell Bird Blakemore
OL1120447A,Jessica Bird
OL1120447A,J. R. Ward
OL1120447A,J.R.. Ward
OL1120447A,J.R. Ward
OL1120447A,J R Ward
OL1120447A,J-R Ward
OL1120447A,WARD J. R
OL1120447A,J.r. Ward
OL1120447A,Ward J. R
OL1120447A,ward-j-r
OL9077479A,"Broadbent, Carissa"
OL26995A,LAURELL K. HAMILTON
OL26995A,Laurell Hamilton
OL26995A,Laurell K Hamilton
OL26995A,Laurell-K Hamilton
OL26995A,Laurell K. Hamilton (author)
OL26995A,HAMILTON LAURELL K
OL26995A,hamilton-laurell-k
OL26995A,Hamilton Laurell K.
OL26995A,Laurel K. Hamilton
OL26995A,"Hamilton,Laurell K,"
OL26995A,"Meagan - Hamilton, Laurell K. Hatfield"
OL26995A,Hamilton Laurell K
OL26995A,K. Laurell Hamilton
OL26995A,MaryJanice Davidson Laurell K. Hamilton
OL26995A,Laurell K. Hamilton.
OL26995A,"Laurell K. Hamilton,Laurell K Hamilton"
OL26995A,Laurell Kaye Hamilton
OL26995A,L. K. Hamilton
OL22028A,MaryRoberts Rinehart
OL22028A,Mary Rinehart
OL22028A,Mary Roberts Rinehart Mary Roberts Rinehart
OL22028A,"Mary Roberts, Hopwood, Avery Rinehart"
OL22028A,"Mary Roberts Rinehart, Avery Hopwood"
OL22028A,Mary R. Rinehart
OL22028A,Mary Roberts Rinehart Avery
OL22028A,Mar Roberts Rinehart
OL22028A,"Mary Roberts, Rinehart,"
OL22028A,mary roberts rinehart
OL22028A,Mary Roberts Mary Roberts Rinehart
OL22028A,Mary roberts Rinehart
OL22028A,Mary Roberts 1876-1958 Rinehart
OL22028A,rinehart-mary-roberts
OL22028A,Mary Roberts Rinehart Rinehart
OL22028A,Mary RInehart
OL22028A,The Case of Jennie Brice Mary Roberts Rinehart The Case of Jennie Brice Mary Roberts Rinehart
OL22028A,Mary Roberts MARY ROBERTS RINEHART
OL22028A,MAry Rinehart
OL22028A,The Bat Illustrated Rinehart
OL22028A,M. R. Rinehart
OL22028A,Mary Roberts Rinehart;Avery Hopwood
OL22028A,Mary Rober Rinehart
OL22028A,Mary Roberts RINEHART
OL22028A,mary rinehart
OL22028A,Thomas (Illus. ) Rinehart Mary Roberts (1876-1958) and Fogarty
OL22028A,Mary R Rinehart
OL22028A,Mary Roberts (1876-1958) Rinehart
OL22028A,"Rinehart,Mary Roberts"
OL22028A,Mary  Roberts Rinehart .
OL22028A,Mary Robert Rinehart
OL22028A,Mary Rinehart [1876 - 1958] Roberts
OL22028A,MARY ROBERTS RINEHART
OL22028A,Mary Roberts Rinehart and Avery Hopwood
OL22028A,Mary roberts rinehart and Avery Hopwood
OL22028A,Mary roberts rinehart
OL8417609A,"Susanne Valenti,Caroline Peckham"
OL8417609A,"Susanne Valenti, Caroline Peckham"
OL8417609A,Susanne Valenti and Caroline Peckham
OL8417609A,"Valenti, Susanne"
OL8417609A,Valenti
OL8417609A,Peckham & Peckham & Valenti
OL785666A,Nadine Hoskinson
OL785666A,Elizabeth Oldfield
OL888663A,Lilian Warren
OL888663A,Rosalind Brett
OL888663A,Celine Conway
OL30795A,Elizabeth Lowell
OL30795A,A.E. Maxwell
OL30795A,Lowell Charters
OL968989A,Kathy Orr
OL1070846A,Beatrice Parker (pseud.)
OL1070846A,Edwina Marlow
OL1070846A,Jennifer WILDE
OL1070846A,Katherine St. Clair
OL1070846A,T. E. Huff
OL1070846A,Thomas Elmer Huff
OL1070846A,Tom E. Huff
OL30714A,Linda S Howington
OL30714A,"Howard, Linda, 1950-"
OL779138A,"Sarah Dustin, Sandra Dustin, Anna Jennet."
OL779138A,"Hao er (Howell, Hannah)"
OL779138A,"Howell, Hannah"
OL35183A,Kate O'Flaherty Chopin
OL35183A,Kate Kate Chopin
OL35183A,Kate KATE CHOPIN
OL35183A,Kate O. Flaherty Chopin
OL35183A,Kate Chopi
OL2763201A,Patricia Wilson
OL2763201A,Patricia Grace Wilson
OL225331A,Colleen Mc Cullough
OL225331A,Colleen MC Cullough
OL225331A,Colleen MacCullough
OL225331A,colleen-mc-cullough
OL225331A,Mccullough
OL23761A,Kenneth Grahame (Illustrated by Arthur Rackham)
OL23761A,Grahame Kenneth
OL23761A,Кеннет Грэм
OL23761A,Ge lei e mu
OL23761A,Geleiemu
OL23761A,Leiemu Ge
OL23761A,(ying) Geleiemu
OL23761A,"(ying) Ge, lei e mu"
OL23761A,"Gelei,Emu"
OL23761A,Kenneth Kenneth Grahame
OL82249A,Colm Toibin
OL23274A,Mary Bly
OL23274A,Eloisa +James
OL23274A,JAMES ELOISA
OL1434553A,Novik  Naomi
OL1434553A,"Novik, Naomi"
OL1434553A,"Novik, N."
OL1434553A,N. Novik
OL1434553A,NAOMI NOVIK
OL21001A,"Henry James, Jr."
OL21001A,henry henry james
OL21001A,Henry. JAMES
OL21001A,henry james
OL21001A,Zhan mu si
OL756213A,Christine Fiorotto
OL756213A,Christine Sparks Fiorotto
OL756213A,Lucy Gordon (pseud.)
OL756213A,Lucy Gordon
OL7545958A,"Blanchard, Nicole"
OL872204A,Margaret PARGETER
OL872204A,margaret pargeter
OL872204A,margaret Pargeter
OL23038A,J Fowles
OL23038A,John. Fowles
OL23038A,FOWLES.
OL23038A,FOWLES
OL23038A,Джон Фаулз
OL23038A,Fowles John
OL23038A,John FOWLES
OL23038A,John FoWLES
OL23038A,John (1926-2005) Fowles
OL23038A,john fowles
OL23038A,JOHN FOWLES
OL23038A,John Fowles~Barry Brukoff
OL556000A,kathryn Ross
OL556000A,"Ross, Kathryn, 1966-"
OL556000A,روس، كاثرين
OL556000A,"רוס, קת'רין"
OL556000A,Kathryn Ross British writer
OL23886A,Charlaine Harris Schulz
OL23886A,CHARLAINE HARRIS
OL23886A,"Charlaine Harris,"
OL23886A,harris-charlaine
OL23886A,Harris Charlaine
OL23886A,"HARRIS,CHARLAINE"
OL23886A,C. Harris
OL34596A,Gabrielle Varela
OL34596A,Cate Tiernan
OL34596A,Charbonnet Gabrielle
OL904271A,anonymous
OL904271A,Anonymous.
OL904271A,ANONYMOUS.
OL904271A,Author Anonymous
OL904271A,"""Anonymous""."
OL904271A,Author anonymous.
OL904271A,Anonyme
OL904271A,ANONYM
OL904271A,Anon.
OL904271A,anon
OL904271A,Anon/
OL904271A,ANon
OL904271A,(Anon)
OL904271A,Anon .
OL904271A,Anon
OL904271A,ANON
OL904271A,Anonymus
OL904271A,Anonyma.
OL904271A,Anonym
OL904271A,Anonymus.
OL904271A,ANONYMOUS
OL904271A,Anónimo (anonymous)
OL904271A,Anonimo
OL904271A,Anónimo
OL904271A,Anonimas
OL904271A,. Anonymous
OL904271A,Anonymous Anonymous
OL904271A,Anonim
OL904271A,ANONIMO
OL904271A,Anonymous Author
OL904271A,ANONYME
OL904271A,anonym anonym
OL904271A,Unnamed Anonymous
OL904271A,Anonimo Anonimo
OL904271A,Anon Anon
OL904271A,A. Anonymous
OL904271A,Anonymes
OL904271A,Anonomous
OL904271A,Anonimo.
OL904271A,ANONIMO.
OL904271A,. Anon.
OL904271A,Anon9780063221482
OL904271A,Unknown anonymous
OL904271A,Anonyme Anonyme
OL904271A,Anonymo
OL904271A,anon`
OL904271A,Anonimos
OL904271A,Anonymous Authors
OL904271A,Anonymous (Author1)
OL904271A,Anonymous (Writer)
OL904271A,Anonymous Anonymous Author
OL904271A,anonyme
OL904271A,anonyme anonyme
OL904271A,Anonymou s
OL904271A,Anonymo us
OL904271A,Anon`
OL904271A,(AU Anon
OL904271A,anon.
OL904271A,. Anon
OL904271A,Anonymous Anon.
OL904271A,ANON ANON
OL904271A,Anónimo Anónimo
OL904271A,Anônimo
OL904271A,Anômino Anônimo
OL904271A,Autor Anónimo
OL904271A,ANÓNIMO.-
OL904271A,Anónimo Anonymous
OL904271A,Anónimo (Anonymous)
OL904271A,Anonyme.
OL904271A,ANONYME COLLECT
OL904271A,anonym
OL904271A,. Anonymus
OL904271A,anonymous author
OL904271A,Anonymous (Author)
OL904271A,Anonimasu Tokumeikibou
OL904271A,"Anonymous,"
OL904271A,anonymous anonymous
OL904271A,by anonymous
OL904271A,by Anonymous
OL930260A,Barbara Schenck
OL930260A,Anne Mcallister
OL930260A,anne mcallister
OL930260A,anne-mcallister
OL4728806A,Sheila Coates
OL4728806A,Sheila Holland
OL4728806A,Victoria Woolf
OL4728806A,Sheila Lancaster
OL4728806A,Laura Hardy
OL4728806A,Charlotte LAMB
OL4728806A,Charlotte. Lamb
OL4728806A,Charlotte Lamb
OL4728806A,Victoria Wolf
OL4728806A,LAMB Charlotte
OL4728806A,LAMB CHARLOTTE
OL4728806A,CHARLOTTE LAMB
OL6864487A,RAINBOW ROWELL
OL6864487A,Rainbow (Author) Rowell
OL6864487A,Rainbow R.
OL7544679A,"Simone, Sierra"
OL673823A,Maureen Mary Lee
OL1549784A,"Morgan, Sarah"
OL1549784A,SARAH MORGAN
OL1549784A,Sarah Morgan; Sarah Morgan; Sarah Morgan
OL1549784A,"Morgan, Sarah (Romance fiction writer)"
OL1549784A,"MORGAN,SARAH"
OL1549784A,Morgan Sarah
OL1549784A,sarah morgan
OL75235A,"Sir Walter Scott, 1st Baronet"
OL75235A,Walter Scott
OL75235A,"Scott, Walter, Sir"
OL75235A,"Scott, Sir Walter"
OL75235A,Sir Walte Scott
OL75235A,Walter SCOTT
OL75235A,"Scott, Walter Sir"
OL75235A,WALTER SCOTT
OL75235A,Walter [Scott
OL75235A,"Scott, Walter (Sir)"
OL75235A,Jedediah Cleishbotham
OL75235A,Sir Walter Scott
OL75235A,Sir W. Scott
OL75235A,Вальтер Скотт
OL75235A,В. Скотт
OL75235A,Bart Sir Walter Scott
OL75235A,sir walter scott
OL75235A,SIR WALTER SCOTT
OL75235A,"Scott, Sir Walter, Bart"
OL75235A,Bart Scott. Sir Walter
OL75235A,Scott Sir Walter
OL75235A,Walter Sir (1771-1832) Scott
OL75235A,"SCOTT,SIR WALTER"
OL75235A,Sir Walter SCOTT
OL75235A,Sir Walter Scott.
OL75235A,BART SIR WALTER SCOTT
OL75235A,Walter Scott (Sir -)
OL75235A,Sir Walter Sir Walter Scott
OL75235A,Scott. Sir Walter.
OL75235A,Bart. Scott. Sir Walter
OL75235A,Walter [Sir] (1771-1832) Scott
OL75235A,Sir Walter Maxwell-Scott
OL75235A,"Scott, Sir Walter, Bart. [illustrated by C. Bosseron Chambers]"
OL75235A,SCOTT (Sir Walter)
OL75235A,Sir Walter Scott Bart
OL75235A,Bart. Sir Walter Scott
OL75235A,"Scott, Sir Walter, Bart."
OL75235A,Bart. ) Walter Scott (Sir
OL75235A,Walter Scott (Sir
OL75235A,Walter Scott Bart
OL75235A,"Scott, Walter, Sr."
OL75235A,WALTER C. SCOTT
OL75235A,"Sir Walter Scott, Bart."
OL75235A,AUTHOR OF WAVERLEY
OL75235A,the Author of Waverley
OL75235A,The author of Waverley
OL75235A,W. Scott
OL75235A,Sir Walter Scott bart.
OL75235A,WALTER SCOTT SIR
OL75235A,"Walter Scott,Bart"
OL75235A,BART WALTER SCOTT
OL75235A,bart walter scott
OL75235A,walter scott bart
OL75235A,Sir. Walter Scott
OL75235A,Walter scott
OL75235A,Sire Walter Scott
OL75235A,"Walter Scott ,Bart"
OL7429990A,Charlie N Holmberg
OL7429990A,"Charlie, N. Holmberg"
OL7527957A,"Robert, Katee"
