work_key,ebook_access,has_fulltext,has_public_scan
OL4356939W,borrowable,True,False
OL2959281W,printdisabled,True,False
OL3775469W,printdisabled,True,False
OL554615W,printdisabled,True,False
OL3519297W,borrowable,True,False
OL44995W,public,True,True
OL16550682W,borrowable,True,False
OL21576882W,borrowable,True,False
OL3498560W,printdisabled,True,False
OL3458061W,printdisabled,True,False
OL24286281W,borrowable,True,False
OL4278188W,printdisabled,True,False
OL31785731W,printdisabled,True,False
OL19667762W,printdisabled,True,False
OL15176969W,printdisabled,True,False
OL9195992W,printdisabled,True,False
OL3845147W,borrowable,True,False
OL3498694W,borrowable,True,False
OL8032157W,printdisabled,True,False
OL3773912W,printdisabled,True,False
OL36632W,borrowable,True,False
OL4092675W,borrowable,True,False
OL4273148W,printdisabled,True,False
OL3759160W,printdisabled,True,False
OL16028327W,borrowable,True,False
OL24153842W,no_ebook,False,False
OL26119633W,no_ebook,False,False
OL11277286W,borrowable,True,False
OL10530570W,borrowable,True,False
OL66562W,public,True,True
OL3759223W,borrowable,True,False
OL17388853W,printdisabled,True,False
OL3458016W,printdisabled,True,False
OL4056404W,borrowable,True,False
OL15563527W,borrowable,True,False
OL3771285W,printdisabled,True,False
OL11277336W,borrowable,True,False
OL2705573W,borrowable,True,False
OL27729743W,no_ebook,False,False
OL3775343W,printdisabled,True,False
OL3759022W,printdisabled,True,False
OL3981106W,borrowable,True,False
OL15829490W,printdisabled,True,False
OL4181990W,borrowable,True,False
OL3498675W,printdisabled,True,False
OL3803167W,printdisabled,True,False
OL3498747W,borrowable,True,False
OL26947W,printdisabled,True,False
OL3775268W,printdisabled,True,False
OL11327425W,borrowable,True,False
OL16079288W,borrowable,True,False
OL3475970W,borrowable,True,False
OL59380W,printdisabled,True,False
OL7990778W,printdisabled,True,False
OL4440534W,borrowable,True,False
OL21505716W,borrowable,True,False
OL3773948W,printdisabled,True,False
OL554620W,printdisabled,True,False
OL11327981W,borrowable,True,False
OL14920304W,borrowable,True,False
OL3475954W,borrowable,True,False
OL2959212W,printdisabled,True,False
OL3519309W,borrowable,True,False
OL66513W,public,True,True
OL4778064W,printdisabled,True,False
OL3498658W,printdisabled,True,False
OL17796310W,printdisabled,True,False
OL11762231W,borrowable,True,False
OL17367560W,printdisabled,True,False
OL4215956W,borrowable,True,False
OL11327939W,printdisabled,True,False
OL3467590W,borrowable,True,False
OL3771226W,printdisabled,True,False
OL3498606W,borrowable,True,False
OL3981131W,printdisabled,True,False
OL3457822W,printdisabled,True,False
OL16211977W,borrowable,True,False
OL3759016W,printdisabled,True,False
OL2705576W,borrowable,True,False
OL4342710W,borrowable,True,False
OL3759335W,printdisabled,True,False
OL8315351W,borrowable,True,False
OL6093056W,printdisabled,True,False
OL11328046W,borrowable,True,False
OL15920208W,borrowable,True,False
OL4233165W,printdisabled,True,False
OL3754833W,borrowable,True,False
OL11328039W,borrowable,True,False
OL3519327W,borrowable,True,False
OL4457627W,borrowable,True,False
OL3458024W,printdisabled,True,False
OL59377W,printdisabled,True,False
OL26945W,printdisabled,True,False
OL3476068W,borrowable,True,False
OL3457667W,borrowable,True,False
OL4055729W,borrowable,True,False
OL3845171W,borrowable,True,False
OL15841592W,printdisabled,True,False
OL17357353W,unclassified,False,False
OL3771219W,printdisabled,True,False
OL3754904W,borrowable,True,False
OL3759477W,printdisabled,True,False
OL3498713W,printdisabled,True,False
OL3476059W,borrowable,True,False
OL267096W,public,True,True
OL11327189W,borrowable,True,False
OL66534W,public,True,True
OL3771196W,printdisabled,True,False
OL9482483W,borrowable,True,False
OL11277279W,borrowable,True,False
OL3775486W,printdisabled,True,False
OL3519233W,borrowable,True,False
OL11327985W,printdisabled,True,False
OL3458069W,borrowable,True,False
OL18027935W,borrowable,True,False
OL3775499W,printdisabled,True,False
OL24514935W,no_ebook,False,False
OL28852929W,no_ebook,False,False
OL8034526W,printdisabled,True,False
OL3498779W,printdisabled,True,False
OL16587258W,printdisabled,True,False
OL3775432W,printdisabled,True,False
OL3773892W,printdisabled,True,False
OL3498726W,borrowable,True,False
OL3844328W,borrowable,True,False
OL26954W,printdisabled,True,False
OL17729469W,borrowable,True,False
OL1002120W,borrowable,True,False
OL2959362W,borrowable,True,False
OL4440545W,borrowable,True,False
OL2705648W,borrowable,True,False
OL4092683W,borrowable,True,False
OL3771158W,printdisabled,True,False
OL3754832W,borrowable,True,False
OL3457875W,printdisabled,True,False
OL3261155W,borrowable,True,False
OL17457466W,printdisabled,True,False
OL3457702W,printdisabled,True,False
OL11327978W,borrowable,True,False
OL3789654W,borrowable,True,False
OL167282W,borrowable,True,False
OL3759152W,printdisabled,True,False
OL27411628W,no_ebook,False,False
OL3771256W,printdisabled,True,False
OL3771236W,borrowable,True,False
OL3457804W,printdisabled,True,False
OL3498775W,printdisabled,True,False
OL2625405W,borrowable,True,False
OL4456392W,borrowable,True,False
OL15143239W,printdisabled,True,False
OL27640264W,no_ebook,False,False
OL18199566W,printdisabled,True,False
OL1902291W,borrowable,True,False
OL16041835W,printdisabled,True,False
OL11327207W,borrowable,True,False
OL3770779W,borrowable,True,False
OL17527971W,borrowable,True,False
OL15180402W,printdisabled,True,False
OL15450W,public,True,True
OL4463817W,printdisabled,True,False
OL37577731W,no_ebook,False,False
OL3773983W,printdisabled,True,False
OL3775503W,borrowable,True,False
OL5682983W,printdisabled,True,False
OL3771182W,borrowable,True,False
OL3771251W,printdisabled,True,False
OL3771252W,printdisabled,True,False
OL3498671W,printdisabled,True,False
OL16080134W,printdisabled,True,False
OL3457659W,printdisabled,True,False
OL3771230W,printdisabled,True,False
OL77813W,borrowable,True,False
OL20004815W,printdisabled,True,False
OL3773961W,printdisabled,True,False
OL28695130W,no_ebook,False,False
OL4056539W,printdisabled,True,False
OL3759247W,printdisabled,True,False
OL3775450W,printdisabled,True,False
OL1979137W,borrowable,True,False
OL18166009W,borrowable,True,False
OL3803074W,borrowable,True,False
OL2959321W,printdisabled,True,False
OL3754909W,borrowable,True,False
OL4575517W,borrowable,True,False
OL16454919W,borrowable,True,False
OL15121879W,printdisabled,True,False
OL17920477W,borrowable,True,False
OL16803752W,printdisabled,True,False
OL11327914W,printdisabled,True,False
OL4331841W,printdisabled,True,False
OL3908271W,borrowable,True,False
OL29226517W,no_ebook,False,False
OL24377219W,printdisabled,True,False
OL16479761W,borrowable,True,False
OL5236128W,borrowable,True,False
OL3498757W,borrowable,True,False
OL4225431W,borrowable,True,False
OL137207W,borrowable,True,False
OL4220911W,borrowable,True,False
OL4273162W,printdisabled,True,False
OL100054W,borrowable,True,False
OL3498590W,borrowable,True,False
OL3785928W,borrowable,True,False
OL3775435W,printdisabled,True,False
OL5682990W,borrowable,True,False
OL36287W,public,True,True
OL3773971W,printdisabled,True,False
OL18173277W,printdisabled,True,False
OL4463819W,printdisabled,True,False
OL3458060W,printdisabled,True,False
OL17782786W,printdisabled,True,False
OL2959296W,borrowable,True,False
OL3773901W,printdisabled,True,False
OL15437W,public,True,True
OL3773913W,printdisabled,True,False
OL1902366W,borrowable,True,False
OL3775487W,printdisabled,True,False
OL3845153W,printdisabled,True,False
OL17324896W,borrowable,True,False
OL15172352W,borrowable,True,False
OL17451695W,printdisabled,True,False
OL491809W,printdisabled,True,False
OL111532W,borrowable,True,False
OL3498691W,borrowable,True,False
OL3775421W,printdisabled,True,False
OL17718538W,borrowable,True,False
OL9367848W,printdisabled,True,False
OL4056524W,printdisabled,True,False
OL5810777W,printdisabled,True,False
OL26937W,printdisabled,True,False
OL3476094W,printdisabled,True,False
OL4181966W,printdisabled,True,False
OL17937377W,borrowable,True,False
OL3457810W,printdisabled,True,False
OL3771220W,borrowable,True,False
OL2705664W,borrowable,True,False
OL3759289W,printdisabled,True,False
OL3771245W,printdisabled,True,False
OL3458003W,printdisabled,True,False
OL17356842W,borrowable,True,False
OL4233108W,printdisabled,True,False
OL8315287W,borrowable,True,False
OL3457686W,printdisabled,True,False
OL17729555W,borrowable,True,False
OL26416429W,no_ebook,False,False
OL4412081W,printdisabled,True,False
OL3775457W,printdisabled,True,False
OL3467606W,printdisabled,True,False
OL3759499W,borrowable,True,False
OL3771281W,printdisabled,True,False
OL15411681W,borrowable,True,False
OL15149492W,borrowable,True,False
OL5689127W,borrowable,True,False
OL3845594W,printdisabled,True,False
OL88813W,public,True,True
OL3759150W,printdisabled,True,False
OL3519237W,borrowable,True,False
OL9368028W,printdisabled,True,False
OL20885951W,no_ebook,False,False
OL27954238W,no_ebook,False,False
OL17535684W,printdisabled,True,False
OL3775368W,printdisabled,True,False
OL3771194W,borrowable,True,False
OL20238397W,no_ebook,False,False
OL111488W,borrowable,True,False
OL3458036W,printdisabled,True,False
OL3759381W,printdisabled,True,False
OL5236145W,borrowable,True,False
OL7957084W,printdisabled,True,False
OL3754754W,printdisabled,True,False
OL31923W,borrowable,True,False
OL1418187W,public,True,True
OL2959274W,borrowable,True,False
OL7990779W,printdisabled,True,False
OL3458030W,printdisabled,True,False
OL3754967W,borrowable,True,False
OL3754972W,borrowable,True,False
OL4084654W,borrowable,True,False
OL3773929W,printdisabled,True,False
OL3759029W,printdisabled,True,False
OL17492871W,borrowable,True,False
OL3759252W,borrowable,True,False
OL3458032W,printdisabled,True,False
OL3773898W,printdisabled,True,False
OL21444221W,printdisabled,True,False
OL3771203W,borrowable,True,False
OL38035515W,no_ebook,False,False
OL24542623W,no_ebook,False,False
OL4056550W,printdisabled,True,False
