author_key,author_name,bio,birth_date,death_date,birth_year,death_year
OL7037383A,Marissa Meyer,"Marissa Meyer is an American novelist. A large portion of her bibliography is centered on retellings of fairy tales. She is best known for her series The Lunar Chronicles, which includes her 2012 debut novel, Cinder.",19 Febraury 1984,,1984,
OL7071481A,Kate Walker,,,,,
OL7680979A,Penelope Douglas,,1977,,1977,
OL12988878A,"""Charlie Roberts""",,,,,
OL810023A,Amanda Browning,"Amanda Browning still lives in the borders of Essex house where she was born. The third of four children - her sister being her twin - she enjoyed the rough and tumble of life with two brothers as much as she did reading books. Writing came naturally as an outlet for a fertile imagination. The love of books led her to a career in libraries. When she left her job in libraries, she wondered what to do next. She remembered a colleague once told her to write a romance, and went for it. Being happily single allowed her to take the leap into writing fulltime. Her first effort elicited an invitation to visit Mills & Boon HQ, then off Bond Street. Although her first two manuscripts could not be used, the third was accepted and published in 1987, she hasn't looked back since, the success is still something of a wonder.

Amanda enjoys her extended family, and is Great-Aunt to eighteen nieces/nephews. Her twin sister's two grandchildren are especially close, and she risks serious damage to her back when playing the fool with them! Besides writing, which occupies a great deal of her time, she is very interested in researching her family tree. This has led to discovering relatives in the United States and Canada, and just recently these relations have visited the UK. She is about to plunge into the world of the Internet in order to make more discoveries which should be interesting in more ways than one! 

What is left of her spare time is spent doing counted cross stitch. She really enjoys the designs based on the works of Marty Bell, and the gorgeous designs of Victorian ladies and Angels in Lavender and Lace and Memorabilia ranges. They are so intricate and it is very satisfying to finish one and finally see it hanging on a wall. Of course, she still manages to find time for some gardening. Like most gardeners, she is constantly waging war against cats, who think the beds are their private toilets, and the snails who dine out on her flowers. So far she has resisted the ultimate deterrent of trekking out, at night with a torch and a bucket, but she's giving it serious consideration!",,,,
OL9465374A,Colleen McCullough,,,,,
OL2674958A,André Aciman,,2 January 1951,,1951,
OL24529A,Emily Brontë,"Emily Jane Brontë was an English novelist and poet, now best remembered for her novel [Wuthering Heights][1], a classic of English literature. Emily was the second eldest of the three surviving Brontë sisters, between Charlotte and Anne. She published under the androgynous pen name Ellis Bell. ([Source][2].)


  [1]: http://upstream.openlibrary.org/works/OL10427528W/Wuthering_Heights
  [2]: http://en.wikipedia.org/wiki/Emily_Bronte",30 July 1818,19 December 1848,1818,1848
OL715418A,Graeme Simsion,,1956,,1956,
OL442995A,Eleanor Burford,"Eleanor Alice Burford was born on September 01, 1906 in Kensington, London. Her father, Joseph Burford, was something of an odd-job man, with no steady profession, but he quickly passed on his great love of books to his young daughter. She was an avid reader from the age of four onwards. In her early twenties, she married a leather merchant, George Percival Hibbert, who shared her love of books and reading. 

Eleanor Burford was one of the preeminent English authors of historical fiction for most of the twentieth century. She used eight pennames during her career and many of her readers under one penname never suspected her other identities. In 1941, she began signing her novels with her maiden name: Eleanor Burford, later she created her first and most prolific pseudonym: Jean Plaidy. In the 1950's she used the pseudonyms: Elbur Ford, Kathleen Kellow and Ellalice Tate. In 1960, she created the pseudonyms: Anna Percival and the popular Victoria Holt. In 1972, she created her last pseudonym Philippa Carr. (Some of her novels were reedited as different pseudonyms) 

She died on January 18, 1993 at sea, somewhere between Greece and Port Said, Egypt. By the time of her death, the novels of Jean Plaidy had sold more than 14 million copies worldwide. Her last novel The Black Opal as Victoria Holt was published posthumously, under this pseudonym, she sold 56 millon copies and as Phillipa Carr, 3 million.",1 September 1906,18 January 1993,1906,1993
OL1386167A,Kinley MacGregor,"Sherrilyn Kenyon, known as Sherri, was born on 11 December 1965 in Columbus, Georgia, USA. She grew up in the middle of a very big family, she had eight brothers and one sister. Her father left the family when she was only eight, and her mother was forced to send her sons to live with family in Atlanta, Georgia, while she took care of her daughters, because Sherri's older sister, Trish, has severe cerebral palsy. After 18 months, the girls could moved to Atlanta with the rest of the family. At 20, Sherri was devastated when her brother Buddy died.

Sherri is is severely dyslexic, but even as a child Kenyon knew that she wanted to be a writer. In kindergarten, she wrote in her Brownie manual that she wanted to be a writer and a mother when she grew up. Her first recognition for her writing came when she won a contest in third grade by writing an essay about her mother for Mother's Day. At 7, she wrote and illustrated her first novel, a horror story about a girl who kills her brothers. At 14, she made her first professional sale, and continued to write for school newspapers, yearbooks, local papers and magazines throughout high school.

Sherri gained her ""love of all things that go bump in the night"" from her mother, who loved paranormal storylines and never censored what movies the young girl was allowed to watch with her. When, she was in high school, she started to writing fantasy stories for herself. When in the mid-1980s, she for a small science fiction magazine called Cutting Edge, her boss asked her to write a long-running serial for the magazine. She brought many of her favorite characters from her previous fantasies into one larger series. This was the start of the Hunter-Leyends world, which later became the Dark-Hunters, Were-Hunters and Dream-Hunters stories. Many of the first Dark-Hunter heroes first appeared in her teenager stories. In this series, she has created an entire universe, the rules of which are maintained solely in her head. The books focus on an ancient ""Pyramid of Protection that the ancient Greek gods formed to protect the human race from supernatural predators and to protect the order of the universe.""

Sherri graduated with an interdisciplinary major that combined Medieval History and language with Classical Studies, after dabbling in a total of twelve majors, she had enough credits to also earn minors in Philosophy, Psychology, and French, and to earn a certificate of Medieval Studies.

Sherri married very young, and the couple moved to Richmond, Virginia, where her husband continued to study. Meanwhile, she was unable to find a job of any kind before a childhood friend mentioned that the magazine she was editing needed several articles written. Only two years later she sold her first book, with five more sales coming quickly, and she won several awards and had high sell-throughs. Then everything collapsed. After the publication of her sixth novel she found herself unable to get a writing contract. Her father died in February 1995, and she was unable to work for a very difficult pregnancy and her baby spend six weeks in the neo-natal intensive care unit. Later the same year, her mother was diagnosed with cancer, and Sherri became pregnant again, having to be hospitalized for the majority of the time. Once her second baby was born and she was able to work again, she took a minimum wage job working as a web designer to help pay the bills, still writing at every spare moment, and she finished, Fantasy Lover, the manuscript that she had begun in the hospital. In 1997, she began dreaming up the details of a pirate novel. This book was very different from her previous works, so she chose to use a pseudonym, Kinley MacGregor, which is the maiden name of her great-grandmother. Finally she found a publisher interested in vampire romances and managed to sell their Hunters.

Sherrie loves the music an in her spare time, she plays the guitar, flute, piano, and the drums. She also is very interested in martial arts and sword-fighting. She even spent time as a sparring partner for a Golden Glove boxer and has a collection of swords, that everyone has a major fixation with. Her website is one of the most completes and interactives.

Married with three sons, Sherrie lives outside of Nashville, Tennessee, with her family and an assorted menagerie of pets.",11 December 1965,,1965,
OL26681A,Nathaniel Hawthorne,"Nathaniel Hawthorne was an American novelist and short story writer.

Nathaniel Hawthorne was a 19th century American novelist and short story writer. He is seen as a key figure in the development of American literature for his tales of the nation's colonial history.

Shortly after graduating from Bowdoin College, Hathorne changed his name to Hawthorne. Hawthorne anonymously published his first work, a novel titled Fanshawe, in 1828. In 1837, he published Twice-Told Tales and became engaged to Sophia Peabody the next year. He worked at a Custom House and joined a Transcendentalist Utopian community, before marrying Peabody in 1842. The couple moved to The Old Manse in Concord, Massachusetts, later moving to Salem, the Berkshires, then to The Wayside in Concord. The Scarlet Letter was published in 1850, followed by a succession of other novels. A political appointment took Hawthorne and family to Europe before returning to The Wayside in 1860. Hawthorne died on May 19, 1864, leaving behind his wife and their three children.

Much of Hawthorne's writing centers around New England and many feature moral allegories with a Puritan inspiration. His work is considered part of the Romantic movement and includes novels, short stories, and a biography of his friend, the United States President Franklin Pierce.",4 July 1804,19 May 1864,1804,1864
OL531473A,Jane Donnelly,"Jane Donnelly began earning her living as a writer as a teenage reporter. When she married the editor of the newspaper she freelanced for women's mags for a while. After she was widowed she and her 5 year old daughter moved to Lancashire. She turned to writing fiction to make a living while still caring for her daughter, she sold her first Mills & Boon romance novel as a hard-up singleparent in 1965. She wrote over 60 romance novels for Mills & Boon until 2000. Now she lives in a roses-round-the door cottage near Stratford upon Avon, with four dogs and assorted rescued animals. Besides writing she enjoys travelling, swimming, walking and the company of friends.",,,,
OL9236836A,Lauren Asher,,,,,
OL928474A,Frances Roding,,,,,
OL24452A,Danielle Steel,"Danielle Fernandes Dominique Schuelein-Steel, better known by the name Danielle Steel, is an American novelist, currently the best selling author alive and the fourth bestselling fiction author of all time, with over 800 million copies sold. [Wikipedia][1]


  [1]: https://en.wikipedia.org/wiki/Danielle_Steel","August 14, 1947",,1947,
OL1431433A,Sheila F. Walsh,"Sheila Frances O'Nions was born on 10 October 1928 in Birmingham, England, UK. She was the daughter of Wilfred O'Nions, a civil servant, and his wife Margaret (Moran) O'Nions. She studied at the Notre Dame Convent at Birkdale, Southport.

In 1971, Sheila joined the Southport Writers' Circle. Published in 1975, her debut novel, ""The Golden Songbird"", won the Netta Muskett award for new writers from the Romantic Novelists' Association, and in 1984, her novel, A Highly Respectable Marriage won the Elizabeth Goudge award. Since 1980, she became the vice-president of the Romantic Novelists' Association, and later the thirteenth elected Chairman (1985-1987). 

Sheila suffered from Alzheimer's disease in her later years. Survived by her husband and their two daughters, she passed away in 20 January 2009, at 80.",10 October 1928,20 January 2009,1928,2009
OL7994590A,Willow Winters,"Willow Winters is so happy to be a USA Today, Wall Street Journal and #1 Contemporary Bestselling Romance Author. She likes her action hot and her bad boys hotter. She certainly doesn’t hold back on either one in her writing!",,,,
OL9180803A,Ana Huang,"Ana Huang is a #1 New York Times, #1 USA Today, #1 Sunday Times, and #1 Amazon bestselling author. Best known for her Twisted series, she writes New Adult and contemporary romance with deliciously alpha heroes, strong heroines, and plenty of steam, angst, and swoon.

Her books have been translated in thirty languages and featured in outlets such as Good Morning America, The Today Show, NPR, Cosmopolitan, and PEOPLE magazine.

A self-professed travel enthusiast, she loves incorporating beautiful destinations into her stories and will never say no to a good chai latte.",7 March 1991,,1991,
OL24635A,Francine Rivers,"Francine Rivers began her literary career at the University of Nevada, Reno, where she graduated with a Bachelor of Arts degree in English and Journalism. From 1976 to 1985, she had a successful writing career in the general market and her books were awarded or nominated for numerous awards and prizes. Although raised in a religious home, Francine did not truly encounter Christ until later in life, when she was already a wife, mother of three, and an established romance novelist. Shortly after becoming a born-again Christian in 1986, Francine wrote Redeeming Love as her statement of faith.  First published by Bantam Books, and then re-released by Multnomah Publishers in the mid- 1990s, this retelling of the biblical story of Gomer and Hosea set during the time of the California Gold Rush is now considered a classic work of Christian fiction and continues to be one of the Christian Booksellers Association’s top-selling titles; it has held a spot on the Christian bestseller list for nearly a decade.
([source][1])


  [1]: https://francinerivers.com/biography/",1947,,1947,
OL7942956A,Jill Redfield,,,,,
OL7343469A,Todd McLaren,,,,,
OL21594A,Jane Austen,"Jane Austen was an English writer. Although Austen was widely read in her lifetime, she published her works anonymously. The most urgent preoccupations of her bright, young heroines are courtship and marriage. Austen herself never married. Her best-known books include *Pride and Prejudice* (1813) and *Emma* (1816). Virginia Woolf called Austen ""the most perfect artist among women.","December 16, 1775","July 18, 1817",1775,1817
OL584494A,Lilian Peake,"Lilian Margaret Peake was born on 25 May 1924 in London, England, UK. During the World War II, she moved to the countryside. 

Her early ambition was to be a journalist, and she ended up working at various newspapers and magazines around England. She also married and started a family, and eventually she decided start to writing romance novels. She wrote over 65 romance novels for Mills & Boon from 1971 to 1996 as Lilian Peake.

Lilian passed away in 27 May 1997.",25 May 1924,27 May 1997,1924,1997
OL4292697A,Chingiz Aĭtmatov,,,,,
OL2674708A,Karen Van Der Zee,,,,,
OL1385654A,Helen Brooks,"Rita Bradshaw was born on 1949 in Northampton, England, where she was educated as a good Christian by her mother Vi Whitsey. She met Clive, her husband, at the age of 16 and now the magic is still there. They have three lovely children, Cara, Faye, and Benjamin. For years, Rita worked as secretary.

Rita began writing in 1990 as she approached that milestone of a birthday 40! She realized her two teenage ambitions (writing a novel and learning to drive) had been lost amid babies and hectic family life, so set about resurrecting them. She sent off a 55,000 word romance called Deceitful Lover to Mills & Boon, that was accepted after one rewrite in 1992 under the pseudonym Helen Brooks, and she passed her driving test (the former was a joy and the latter an unmitigated nightmare!)

Under her pen name has written many successful novels and several delightful sagas under her own name, Rita Bradshaw, since 1998. Since becoming a full-time writer Rita's life has been transformed, she has been able to give up her part time secretarial job to write full time and her husband Clive, has also given up his job to become her manager. She has found her occupation one of pure joy and often surprised when her characters develop a mind of their own but she loves exploring what makes people tick and finds the old adage ""truth is stranger than fiction"" to be absolutely true. Her Mills & Boon books have attracted fans in more than 25 countries around the world. She would love to hear from any readers care of her books.

While Rita still lives today in Northamptonshire with her family, she has always had a great fondness for the north-east, where her novels are set, as well as historical family connections in that area. Although having enjoyed some wonderful holidays abroad she has never been tempted to live anywhere else, although she rather likes the idea of a holiday home close to the sea one day. The family have always had a menagerie of animals in the house, which at the present is confined to two endearing and very comical dogs who would make a great double act on TV! The children, friends, and pets all keep the house buzzing and the food cupboards empty but she wouldn't have it any other way. Being a committed Christian and fervent animal lover she finds spare time is always at a premium, but long walks in the countryside with her husband and dogs, meals out followed by the cinema or theatre, reading, swimming, and having friends over for dinner are all fitted in somehow. She also enjoys sitting in her wonderfully therapeutic, rambling old garden in the sun with a glass of red wine, (under the guise of resting while thinking of course!)",1949,,1949,
OL2674425A,Megan Hart,,,,,
OL7290222A,Taylor Jenkins Reid,"Taylor Jenkins Reid is the author of the New York Times Bestselling novels *Carrie Soto Is Back*, *Malibu Rising*, *Daisy Jones and The Six* and *The Seven Husbands of Evelyn Hugo*, as well as *One True Loves*, *Maybe in Another Life*, *After I Do*, and *Forever, Interrupted*. Her books have been chosen by Reese’s Book Club, Read with Jenna, Indie Next, Best of Amazon, and Book of the Month. Her novel, *Daisy Jones and The Six*, is now a limited series on Amazon Prime. She lives in Los Angeles.",1983,,1983,
OL27349A,F. Scott Fitzgerald,"Francis Scott Key Fitzgerald was an American author of novels and short stories, whose works are evocative of the Jazz Age, a term he coined himself. He is widely regarded as one of the twentieth century's greatest writers. Fitzgerald is considered a member of the ""Lost Generation"" of the Twenties. He finished four novels, *This Side of Paradise*, *The Beautiful and Damned*, *Tender Is the Night* and his most famous, the celebrated classic, *The Great Gatsby*. A fifth, unfinished novel, *The Love of the Last Tycoon* was published posthumously. Fitzgerald also wrote many short stories that treat themes of youth and promise along with despair and age. ([Wikipedia][1])


  [1]: http://en.wikipedia.org/wiki/F._Scott_Fitzgerald",24 September 1896,21 December 1940,1896,1940
OL19964A,D. H. Lawrence,"D.H. Lawrence was an English author, poet, playwright, essayist and literary critic. His collected works represent an extended reflection upon the dehumanising effects of modernity  and industrialisation. In them, Lawrence confronts issues relating to emotional health and vitality, spontaneity, human sexuality and instinct.  ([Source][1].)

[1]:http://en.wikipedia.org/wiki/D._H._Lawrence",1885,1930,1885,1930
OL6976354A,Erin Morgenstern,"Erin Morgenstern is a writer and a multimedia artist who describes all her work as ""fairy tales in one way or another."" She has a degree in Theatre from Smith College, an ever-growing collection of jewelry made from skeleton keys, and a cat on her lap. She lives in Massachusetts. THE NIGHT CIRCUS is her first novel.",8 July 1978,,1978,
OL3072525A,Heather Fawcett,"Heather Fawcett is the *New York Times*, *USA Today*, and *Sunday Times* bestselling Canadian author of books for adults, kids, and teens, including *Emily Wilde’s Encyclopaedia of Faeries*, *Even the Darkest Stars*, *Ember and the Ice Dragons*, *The Grace of Wild Things*, and more. Her books, which somehow all include dragons in one form or another, have been translated into more than twenty languages and nominated for various awards, including the Locus, Mythopoeic, and Silver Birch. She has a Master’s degree in English Literature and a Bachelor’s in Archaeology. She lives on Vancouver Island",5 January 1989,,1989,
OL764158A,Karla Hocker,"Karla Hocker, a native of Germany, was the author of fourteen Regency novels and various novellas. She attributed her love of the English language and her fascination with the Regency period to a three-year stay in England. Karla lived with her family -- and far too many cats -- in San Antonio, Texas. She passed away after a battle with cancer on May 28, 2004.",1946,2004,1946,2004
OL764047A,Elizabeth Ashton,Elizabeth Ashton was a British writer of romance novels to Mills & Boon from 1969 to 1990.,,,,
OL7609060A,Sally Thorne,,1981,,1981,
OL1120447A,J. R. Ward,"Jessica Rowley Pell Bird was born on 1969 in Massachusetts, USA. She is the daughter of Maxine F. and W. Gillette Bird, Jr. She began writing as a child, penning her thoughts in diaries as well as inventing short stories. She read her first Harlequin Presents novel in a rose garden when she was in her teens. She was hooked immediately. By the time she went to college, she had boxes and boxes of Harlequins and Silhouettes. Every year, her mother would ask why all those books had to live in the house and Jess would reply that if even one of them disappeared she would know. (She'd catalogued them.)

Jess finished her first romance manuscript the summer before her freshman year of college. She attended Smith College and graduated with a double major in history and art history. She then received a law degree from Albany Law School. Shortly after that, she began working in the healthcare industry in Boston. She spent many years as one of the premier medical center’s Chief of Staff. While working as a lawyer in Boston, she completed two novels more and started a number of partials. In 2001, Bird married John Neville Blakemore III. Both her mother and her new husband kept telling her to send something in to an agent, a publisher, the Tooth Fairy, anyone. She thought they were nuts, but eventually got her nerve up and bought a lot of stamps. Since getting published, she has written contemporary romances as Jessica Bird and paranormal romances as J. R. Ward. She has been a Rita Award finalist, received two Romantic Times Reviewer's Choice nominations and has been a HOLT medallion finalist.

New England born and bred, Jess is surprised to find herself living south of the Mason Dixon line. (But that's what happens when you marry a Southern gentleman.) She and her husband live with their golden retriever, who oversees her writing in a supervisory role.",1969,,1969,
OL7923638A,Kennedy Ryan,,,,,
OL9077479A,Carissa Broadbent,"Carissa Broadbent is a #1 New York Times bestselling author known for epic fantasy novels with strong romance, particularly her popular **Crowns of Nyaxia** series, which includes ***The Serpent and the Wings of Night***, and the **War of Lost Hearts** series, featuring badass heroines and ""magic and kissing"". Originally from Vancouver, Canada, she now lives in Rhode Island with her family, writing full-time after her self-published books became a BookTok sensation, blending dark fantasy, romance, and complex characters.",,,,
OL1175038A,Alexandra Scott,,,,,
OL3401621A,Janice Gray,,,,,
OL9397555A,Emily McIntire,,,,,
OL26995A,Laurell K. Hamilton,"Laurell Kaye Hamilton (born February 19, 1963) is an American fantasy and romance writer. She is best known as the author of two series of stories.

Her New York Times-bestselling Anita Blake: Vampire Hunter series centers on Anita Blake, a professional zombie raiser, vampire executioner and supernatural consultant for the police, which includes novels, short story collections, and comic books. Six million copies of Anita Blake novels are in print. Her Merry Gentry series centers on Meredith Gentry, Princess of the Unseelie court of Faerie, a private detective facing repeated assassination attempts. Both of these fantasy series follow their protagonists as they gain in power and deal with the dangers of worlds in which creatures of legend live.

Several media outlets, including USA Today, Entertainment Weekly, and Time have identified her works as significant contributions to the development of the urban-fantasy genre. [source](https://en.wikipedia.org/wiki/Laurell_K._Hamilton)",19 February 1963,,1963,
OL1423278A,Mia Ryan,,,,,
OL22028A,Mary Roberts Rinehart,"A crime writer often called ""the American Agatha Christie"" (<a href=http://en.wikipedia.org/wiki/Mary_Roberts_Rinehart>Wikipedia</a>).",12 August 1876,22 September 1958,1876,1958
OL13667450A,Alexis Knightly,,,,,
OL11132702A,Navessa Allen,,,,,
OL8417609A,Susanne Valenti,"Susanne Valenti is a #1 Wall Street Journal and Amazon.com bestselling author who co-writes dark romance novels with her sister, <a href=""https://openlibrary.org/authors/OL7494548A/"" target=""_blank"">Caroline Peckham</a>. She is best known for the popular Zodiac Academy series, which is a part of the ""romantasy"" genre. Peckham and Valenti write a variety of dark romance, fantasy, and contemporary romances, and are known for their use of cliff-hangers and strong female protagonists.",,,,
OL785666A,Elizabeth Oldfield,"Nadine Hoskinson started writing as a teenager, when she had articles published in magazines and newspapers. Payment was in guineas - which tells you how long ago it was! On marriage, her creative instinct was diverted into the production of a daughter, and a son. When in the 80's her husband's job took them to live in Singapore, she resumed writing. She had articles published in magazines and newspapers in the U.K. and Singapore. Later, she decided to write a book, but first she would practice on a small book. The only small bookd, that she had were Mills & Boon romances. A chance attempt at romantic fiction proved successful. Her first books was published 1982 as Elizabeth Oldfield, and she went on to write forty genre romances for Harlequin Mills & Boon. These were marketed in their millions, and in many different languages, around the world. She had enjoyed writing it during 18 years, but she retired from romance in 1998 to travelling with her husband. In her sixties, she decided to return to write, and in 2007, she was published again.",,,,
OL888663A,Kathryn Blair,"Lilian Warren was born in London, England, UK. She worked as secretary, when at 19, her first magazine story was accepted. She married and moved to South Africa, where she continued writing. In the 1950s, she started to write to Rich & Cowan, and later to Mills & Boon, under various pseudonyms Rosalind Brett, Celine Conway, and Kathryn Blair. She passed away on 1961 in South Africa. Some of her books were published posthumuously.",,1961,,1961
OL10623749A,Lancali,,,,,
OL30795A,Ann Maxwell,"Ann (Elizabeth) Maxwell (born in Milwaukee, Wisconsin), also known as A.E. Maxwell and Elizabeth Lowell, has individually, and with co-author and husband Evan, written over 70 novels and one non-fiction book. These novels range from science fiction to historical fiction, and from romance to mystery to suspense (Evan, exclusively, has covered all kinds of crime - from local to international). Ann and Evan have been married for over 40 years. - Wikipedia","April 5, 1944",,1944,
OL968989A,Catherine Spencer,"Catherine Spencer considered being a nun, nurse or veterinarian before she finally settled on being an English teacher. With a history of bossing her younger sister around, this career choice was a perfect fit. 

 After marrying her husband and having four children, Spencer's self-described ""middle-aged restlessness"" set in and she began to look for another career. Teaching English for years helped Spencer to realize that her knowledge lay in novels, specifically romance novels. Spencer now writes for Harlequin Presents. She was the first Presents author to become a Romance Writers of America RITA finalist. Spencer was also featured on the Harlequin Goes Prime Time television special as well as doing promotions during Harlequin's 50th anniversary celebrations across Canada.",,,,
OL1070846A,Jennifer Wilde,"Thomas Elmer Huff was born on 08 January 1938 in Tarrant, Texas, USA. He graduated from Poly High School and from Texas Wesleyn College in 1960. For several years, he was a popular English teacher at R.L. Paschal High School, remembered as a spinner of first-person yarns and a resolutely independent soul. ""He got peeved at the principal one day,"" recalls history teacher Zelma Rhodes, ""and he up and quit."" Single, he lived quietly in a plain, two-story brick home with his mother, Beatrice, in Fort Worth, Texas. To preserved his identity, he made himself as elusive and reclusive as possible during years.

Long a dabbler at writing, Tom researched laboriously and wrote and rewrites with his typewriter in a tidy workroom. Published since 1968, during the first nine years he wrote under the female pseudonyms Edwina Marlow, Beatrice Parker, T. E. Huff, and Katherine St. Clair. ""You just work like hell and maybe, if you're lucky, you'll make it,"" he said ""I had to turn out three gothics a year to make a living."" He also explained the use of female identities: ""There's a certain mystique about this stuff, you see,"" he says earnestly ""If those women who buy my books ever get the idea that a man has written them, it could put a block in their minds.""

In 1976, when he began writing historical romance novels, he created his most famous female pseudonym Jennifer Wilde. His first release, Love's Tender Fury, had 41 printings in its first five years and sold more than 2.5 million copies, and his second historical romance, Dare to Love, spent 11 weeks on the New York Times paperback bestseller list. His historical romances were noted for being written in first-person, from the heroine's perspective. Many of his books also featured multiple male protagonists, and ""the man who first captures the heroine's heart isn't always the one who ends up with it."" Curiously, about his romance novels he said  ""aren't the real Tom E. Huff. I don't take the genre seriously-but I take my work seriously. My goal has been to reach a point where I can write what I want to.The Jennifer Wilde thing will be over with,"" he sighs, adding as if in pain, ""I don't relate to her at all."" In 1980, he wrote a novel as Tom E. Huff, but he continued writing as Jennifer Wilde, and his previous novels were reedited in many cases under this pseudonym.

Tom earned a Career Achievement Award in 1987-1988 from Romantic Times. He died suddenly of a massive heart failure on 16 January 1990 in Fort Worth, where he was buried.",08 January 1938,16 January 1990,1938,1990
OL30714A,Linda Howard,"Linda S. was born August 3, 1950 in Gadsden, Alabama, U.S.A.. She cut her teeth on Margaret Mitchell, Robert Ruark, ""and anything else that fell into my hands,"" she says. Whether she is reading them or writing them, books have long played a profound role in Linda's life. Linda wrote her first book when she was 10 years old. ""Needless to say, it was unpublishable,"" she says. ""It didn't even have a title. I didn't name them back then.""

In the ensuing 21 years of writing for her own pleasure, following junior college Linda worked in the transportation industry, where she met Gary F. Howington, her husband. ""In the company I worked for, my title was secretary to the terminal manager, but I actually did very little secretarial work,"" she says. ""I worked in every phase of the transportation business, but my main duties were payroll, insurance, and the efficiency and production reports."" Writing production reports, however, soon grew tiresome for Linda.

As she continued to write fiction, concentrating on romantic stories. ""I get bored with politics and murder and mayhem,"" she says. She eventually worked up the courage to submit a manuscript for publication. ""It made me sick literally, physically ill. It was like putting your naked baby into the mailbox. And I lost 20 pounds waiting to hear from them. I couldn't eat."" Linda needn't have worried Silhouette Books bought her manuscript, beginning a career that has (so far) lasted over 10 years and earned her many awards and letters of praise from adoring fans. She has over 10 million books in print around the world, and has written more than 25 titles. Linda has written for Silhouette Special Edition and continues to write for Silhouette Sensation, and is a New York Times bestselling author for Pocket Books writing historicals.

Linda Howard is a charter member of RWA, joining in 1981 shortly after it was formed. She is one of the original members of her local RWA chapter, has served as treasurer, vice president, and president of that chapter, and has twice been a RITA finalist. In addition to her wide public acclaim, Linda has also been honored by both the critics and her peers many times. She has won the B. Dalton Bestseller Award and the Romantic Times Magazine Reviewers' Choice Award for Series and the W.I.S.H. Award for hero Joe Mackenzie from her Silhouette Intimate Moments title, Mackenzie's Mission. A tie-in book, Mackenzie's Pleasure, reached number 61 on the USA Today bestseller list. A Romance Writers of America RITA and Golden Choice finalist, she is a frequent Waldenbooks bestselling author, often claiming the number-one position.

Now, Linda has three grown step-children and three grandchildren. She lives in her native Alabama with her husband Gary and two golden retrievers, named Bit O'Honey and Sugar Baby. They live in in a big house that's very much a home and not a showplace. ""It's a house where the kids romp, the dogs romp, and you can sit on any piece of furniture. Her husband fishes BassMaster tournament trail for a living, and she travels with him.""",3 August 1950,,1950,
OL779138A,Hannah Howell,"Hannah Dustin Howell (born 1950 in Massachusetts) is a best-selling American author of over 40 historical romance novels. Many of her novels are set in medieval Scotland. She also writes under the names Sarah Dustin, Sandra Dustin, and Anna Jennet.",1950,,1950,
OL35183A,Kate Chopin,,1850,1904,1850,1904
OL2763201A,Patricia Wilson,Patricia Wilson (b. 1929) was a popular writer of 53 romance novels in Mills & Boon from 1986 to 2004.,17 December 1929,2005,1929,2005
OL225331A,Colleen McCullough,,1 June 1937,29 January 2015,1937,2015
OL23761A,Kenneth Grahame,,1859,1932,1859,1932
OL82249A,Colm Tóibín,Irish novelist and writer,1955,,1955,
OL3123066A,Copyright Paperback Collection (Library of Congress) Staff,,,,,
OL2834829A,Sharon Page,,,,,
OL23274A,Eloisa James,"New York Times bestselling author Eloisa James writes historical romances for HarperCollins Publishers. Her novels have been published to great acclaim. A reviewer from USA Today wrote of Eloisa's very first book that she ""found herself devouring the book like a dieter with a Hershey bar""; later People Magazine raved that ""romance writing does not get much better than this."" Her novels have repeatedly received starred reviews from Publishers' Weekly and Library Journal and regularly appear on the best-seller lists.

After graduating from Harvard University, Eloisa got an M.Phil. from Oxford University, a Ph.D. from Yale and eventually became a Shakespeare professor, publishing an academic book with Oxford University Press. Her ""double life"" is a source of fascination to the media and her readers. In her professorial guise, she's written a New York Times op-ed defending romance, as well as articles published everywhere from women's magazines such as More to writers' journals such as the Romance Writers' Report.",1962,,1962,
OL1434553A,Naomi Novik,,30 April 1973,,1973,
OL8204847A,Karen Martyn,,,,,
OL2674715A,Kelly Hunter,,,,,
OL21001A,Henry James,"Henry James, was an American writer, regarded as one of the key figures of 19th-century literary realism. He was the son of Henry James, Sr., a clergyman, and the brother of philosopher and psychologist William James and diarist Alice James.  ([Source][1].)

[1]:http://en.wikipedia.org/wiki/Henry_James",15 April 1843,28 February 1916,1843,1916
OL7942954A,Amy McFadden,,,,,
OL7410860A,Tarryn Fisher,American novelist,1983,,1983,
